account.id,total_deposited,total_borrowed,total_withdrawn,total_repaid,wallet_age,time_since_last_tx,liquidatee_count,liquidator_count,total_liquidated,liquidation_risk_ratio,credit_score
0xadde4aedcfbbdd38051bc4067c230690ad73069e,0.0,0.0,4.986916954219545,0.0,2093.5895949074074,2040.8143171296297,0.0,0.0,0.0,0.0,76.14658634471907
0x85112d18fbbae0bba42a1c6ba7c947445d69dab8,0.0,0.0,14.304902353111288,0.0,2093.4344097222224,2040.6581134259259,0.0,0.0,0.0,0.0,76.14163372321299
0xf26f8c5b7729537531fa9f00f6ef031d2946fc19,0.0,0.0,1.9868331905136543,0.0,2093.232835648148,2040.4580092592594,0.0,0.0,0.0,0.0,76.1363281298316
0x3e9a8f4ec87bc9e2170688c593f42b2934b92f71,0.0,0.0,1.060372240725885,0.0,2093.226574074074,2040.4517476851852,0.0,0.0,0.0,0.0,76.13587545909145
0xb78f8384ff0689357dd03e1c2f5214d3845b623d,0.0,0.0,175.5887064641971,0.0,2094.0124074074074,2039.0985069444444,0.0,0.0,0.0,0.0,76.12911190136487
0x7ef5774cb1cb4a6829a85738d4c6956e2edc5be4,1001.114801,0.0,5256.594592137157,0.0,2110.2972685185186,2019.9738541666666,0.0,0.0,0.0,0.0,76.12297527640455
0x8ac622b1561418db836a976d2d2ec2971a57e9af,0.0,0.0,70.00874792267267,0.0,2092.0636805555555,2039.287175925926,0.0,0.0,0.0,0.0,76.10235650851979
0x2bf7b6233f340c7aa7ef0622c7f4cd6c1e11876b,0.0,0.0,1.063173369284998,0.0,2091.704641203704,2038.9298148148148,0.0,0.0,0.0,0.0,76.09118304433328
0x150a87a49f633690a2918820b845f04ae8864b4d,568.1909349056364,0.0,1666.026124926105,0.0,2110.5285763888887,2017.3851736111112,0.0,0.0,0.0,0.0,76.08972628276818
0x4f80bdb1ad0ae62e1a7b156f4f89382135c81808,0.0,0.0,4953.269673250254,0.0,2100.191886574074,2027.7787847222223,0.0,0.0,0.0,0.0,76.0818790292729
0x6e276a053a3030d7abf60b61ac40aae0608c838d,0.0,0.0,0.7861581200515025,0.0,2091.318287037037,2038.543460648148,0.0,0.0,0.0,0.0,76.07962472446128
0xf1aa67b2c52b7ceb9abeac8d98e2ce43d8a9539b,0.0,0.0,1.9999514978194954,0.0,2091.1266203703703,2038.3517939814815,0.0,0.0,0.0,0.0,76.07405704080848
0x0b627efe8041fb1ec6055b0645bf992c6a04ed28,0.0,0.0,104.09237858562346,0.0,2091.541087962963,2037.6952083333333,0.0,0.0,0.0,0.0,76.068758137675
0xc0017234052f0fd52f84da3a44469bdf8a4987db,0.0,0.0,10.321127791556577,0.0,2090.848645833333,2038.0738194444446,0.0,0.0,0.0,0.0,76.06623796571982
0x16a5436b23b12fb066a4e95cd36c57f89db5a6cc,0.0,0.0,1394.1437133902912,0.0,2099.5898958333332,2046.8150694444444,0.0,0.0,0.0,0.0,76.06468105588162
0xec35fd7d9d78dd68d88fd919b83b800810db3cfa,0.0,0.0,2800.204937293088,0.0,2090.7439351851854,2037.9691087962963,0.0,0.0,0.0,0.0,76.06317501320721
0xb7c2e3b4d528afcac730e2a9228c2af508c6070c,0.0,0.0,2215.5129604081703,0.0,2090.4035763888887,2037.62875,0.0,0.0,0.0,0.0,76.05277850269009
